"Step","geocnn-4-4-8-8-8-4 - energy","geocnn-4-4-8-8-8-4 - energy__MIN","geocnn-4-4-8-8-8-4 - energy__MAX","geocnn-8-8-8-4-4 - energy","geocnn-8-8-8-4-4 - energy__MIN","geocnn-8-8-8-4-4 - energy__MAX","geocnn-8-8-8 - energy","geocnn-8-8-8 - energy__MIN","geocnn-8-8-8 - energy__MAX","cnn-8_4-4-1 - energy","cnn-8_4-4-1 - energy__MIN","cnn-8_4-4-1 - energy__MAX","cnn-4-4_8-1 - energy","cnn-4-4_8-1 - energy__MIN","cnn-4-4_8-1 - energy__MAX","cnn-4-4_1 - energy","cnn-4-4_1 - energy__MIN","cnn-4-4_1 - energy__MAX","cnn-8-8-8_4-4-1 - energy","cnn-8-8-8_4-4-1 - energy__MIN","cnn-8-8-8_4-4-1 - energy__MAX","cnn-8-8_4-4-1 - energy","cnn-8-8_4-4-1 - energy__MIN","cnn-8-8_4-4-1 - energy__MAX","cnn-4-4_8-8-8-1 - energy","cnn-4-4_8-8-8-1 - energy__MIN","cnn-4-4_8-8-8-1 - energy__MAX","cnn-4-4_8-8-1 - energy","cnn-4-4_8-8-1 - energy__MIN","cnn-4-4_8-8-1 - energy__MAX"
"90","","","","","","","-14.275326462408758","-14.275326462408758","-14.275326462408758","-14.278234394905308","-14.278234394905308","-14.278234394905308","-14.278342214877537","-14.278342214877537","-14.278342214877537","-14.278590816565362","-14.278590816565362","-14.278590816565362","-14.278983849049403","-14.278983849049403","-14.278983849049403","-14.27868195541855","-14.27868195541855","-14.27868195541855","-14.278681210746733","-14.278681210746733","-14.278681210746733","-14.279537350284283","-14.279537350284283","-14.279537350284283"
"91","","","","","","","-14.273342317925984","-14.273342317925984","-14.273342317925984","-14.27885309925301","-14.27885309925301","-14.27885309925301","-14.27917575478213","-14.27917575478213","-14.27917575478213","-14.279316430145055","-14.279316430145055","-14.279316430145055","-14.278851647936632","-14.278851647936632","-14.278851647936632","-14.278695604680067","-14.278695604680067","-14.278695604680067","-14.27897264958127","-14.27897264958127","-14.27897264958127","-14.279630877586872","-14.279630877586872","-14.279630877586872"
"92","","","","","","","-14.27399621080368","-14.27399621080368","-14.27399621080368","-14.279066399971196","-14.279066399971196","-14.279066399971196","-14.279520292639443","-14.279520292639443","-14.279520292639443","-14.279461398038514","-14.279461398038514","-14.279461398038514","-14.27931353888642","-14.27931353888642","-14.27931353888642","-14.279040786367368","-14.279040786367368","-14.279040786367368","-14.279212567893321","-14.279212567893321","-14.279212567893321","-14.279119780097847","-14.279119780097847","-14.279119780097847"
"93","","","","","","","-14.275827705008044","-14.275827705008044","-14.275827705008044","-14.278929971331932","-14.278929971331932","-14.278929971331932","-14.279333157777419","-14.279333157777419","-14.279333157777419","-14.279150799412966","-14.279150799412966","-14.279150799412966","-14.279070129900335","-14.279070129900335","-14.279070129900335","-14.278941063945233","-14.278941063945233","-14.278941063945233","-14.278989884504895","-14.278989884504895","-14.278989884504895","-14.27882054872215","-14.27882054872215","-14.27882054872215"
"94","","","","","","","-14.273758833562944","-14.273758833562944","-14.273758833562944","-14.279029610550207","-14.279029610550207","-14.279029610550207","-14.278873375043606","-14.278873375043606","-14.278873375043606","-14.278887712012187","-14.278887712012187","-14.278887712012187","-14.278807130911105","-14.278807130911105","-14.278807130911105","-14.278805707900997","-14.278805707900997","-14.278805707900997","-14.278899325611206","-14.278899325611206","-14.278899325611206","-14.278904883214771","-14.278904883214771","-14.278904883214771"
"95","","","","","","","-14.271729598797856","-14.271729598797856","-14.271729598797856","-14.278553832835986","-14.278553832835986","-14.278553832835986","-14.27868683184512","-14.27868683184512","-14.27868683184512","-14.278942670618312","-14.278942670618312","-14.278942670618312","-14.278536034679854","-14.278536034679854","-14.278536034679854","-14.278525989529042","-14.278525989529042","-14.278525989529042","-14.278725921632777","-14.278725921632777","-14.278725921632777","-14.278965603569997","-14.278965603569997","-14.278965603569997"
"96","","","","","","","-14.272099456590349","-14.272099456590349","-14.272099456590349","-14.278489547528993","-14.278489547528993","-14.278489547528993","-14.278329939532512","-14.278329939532512","-14.278329939532512","-14.278251212792714","-14.278251212792714","-14.278251212792714","-14.277972802899384","-14.277972802899384","-14.277972802899384","-14.278327934807926","-14.278327934807926","-14.278327934807926","-14.278351072118086","-14.278351072118086","-14.278351072118086","-14.279487416892513","-14.279487416892513","-14.279487416892513"
"97","","","","","","","-14.275627621259762","-14.275627621259762","-14.275627621259762","-14.279275470295559","-14.279275470295559","-14.279275470295559","-14.278975709253162","-14.278975709253162","-14.278975709253162","-14.279172426580416","-14.279172426580416","-14.279172426580416","-14.280028783695638","-14.280028783695638","-14.280028783695638","-14.279543027060312","-14.279543027060312","-14.279543027060312","-14.279662332257777","-14.279662332257777","-14.279662332257777","-14.279231681075373","-14.279231681075373","-14.279231681075373"
"98","","","","","","","-14.272217879420246","-14.272217879420246","-14.272217879420246","-14.278945214599535","-14.278945214599535","-14.278945214599535","-14.279379448633797","-14.279379448633797","-14.279379448633797","-14.279446221036922","-14.279446221036922","-14.279446221036922","-14.2790857577289","-14.2790857577289","-14.2790857577289","-14.27923949891927","-14.27923949891927","-14.27923949891927","-14.279380694051984","-14.279380694051984","-14.279380694051984","-14.278998847681546","-14.278998847681546","-14.278998847681546"
"99","","","","","","","-14.273443940286331","-14.273443940286331","-14.273443940286331","-14.279593412436757","-14.279593412436757","-14.279593412436757","-14.279434995805547","-14.279434995805547","-14.279434995805547","-14.27938902191958","-14.27938902191958","-14.27938902191958","-14.279062985712683","-14.279062985712683","-14.279062985712683","-14.279350718847486","-14.279350718847486","-14.279350718847486","-14.2797451314221","-14.2797451314221","-14.2797451314221","-14.278903512792567","-14.278903512792567","-14.278903512792567"
"100","","","","","","","-14.274984198960427","-14.274984198960427","-14.274984198960427","-14.279055720385003","-14.279055720385003","-14.279055720385003","-14.27864510661251","-14.27864510661251","-14.27864510661251","-14.278966266366613","-14.278966266366613","-14.278966266366613","-14.278783554352392","-14.278783554352392","-14.278783554352392","-14.278878357610182","-14.278878357610182","-14.278878357610182","-14.278493197548393","-14.278493197548393","-14.278493197548393","-14.279130586672242","-14.279130586672242","-14.279130586672242"
"101","","","","","","","-14.273664767775752","-14.273664767775752","-14.273664767775752","-14.27902494442863","-14.27902494442863","-14.27902494442863","-14.279092710789373","-14.279092710789373","-14.279092710789373","-14.278940455225378","-14.278940455225378","-14.278940455225378","-14.279155230432888","-14.279155230432888","-14.279155230432888","-14.279287593559562","-14.279287593559562","-14.279287593559562","-14.279275661783569","-14.279275661783569","-14.279275661783569","-14.278915933050015","-14.278915933050015","-14.278915933050015"
"102","","","","","","","-14.271211071224494","-14.271211071224494","-14.271211071224494","-14.278879683563702","-14.278879683563702","-14.278879683563702","-14.279204770926707","-14.279204770926707","-14.279204770926707","-14.279247711205674","-14.279247711205674","-14.279247711205674","-14.279331115894083","-14.279331115894083","-14.279331115894083","-14.279349504376778","-14.279349504376778","-14.279349504376778","-14.279222241441586","-14.279222241441586","-14.279222241441586","-14.279536617837287","-14.279536617837287","-14.279536617837287"
"103","","","","","","","-14.271294000121788","-14.271294000121788","-14.271294000121788","-14.28018942674142","-14.28018942674142","-14.28018942674142","-14.279602653571","-14.279602653571","-14.279602653571","-14.279484012643136","-14.279484012643136","-14.279484012643136","-14.279638703901217","-14.279638703901217","-14.279638703901217","-14.279442881021073","-14.279442881021073","-14.279442881021073","-14.279728316126404","-14.279728316126404","-14.279728316126404","-14.278760824038969","-14.278760824038969","-14.278760824038969"
"104","","","","","","","-14.276083726978275","-14.276083726978275","-14.276083726978275","-14.278707398429766","-14.278707398429766","-14.278707398429766","-14.278552208666497","-14.278552208666497","-14.278552208666497","-14.278651057440932","-14.278651057440932","-14.278651057440932","-14.278990353372766","-14.278990353372766","-14.278990353372766","-14.278431265028882","-14.278431265028882","-14.278431265028882","-14.278780301751475","-14.278780301751475","-14.278780301751475","-14.27884239896401","-14.27884239896401","-14.27884239896401"
"105","","","","","","","-14.273171319257001","-14.273171319257001","-14.273171319257001","-14.279291357156175","-14.279291357156175","-14.279291357156175","-14.27946064427799","-14.27946064427799","-14.27946064427799","-14.279656666902355","-14.279656666902355","-14.279656666902355","-14.279027303540607","-14.279027303540607","-14.279027303540607","-14.278976608418542","-14.278976608418542","-14.278976608418542","-14.279487022555076","-14.279487022555076","-14.279487022555076","-14.279462108656752","-14.279462108656752","-14.279462108656752"
"106","","","","","","","-14.27188151907474","-14.27188151907474","-14.27188151907474","-14.279166229699424","-14.279166229699424","-14.279166229699424","-14.27894252896845","-14.27894252896845","-14.27894252896845","-14.279076775790458","-14.279076775790458","-14.279076775790458","-14.279168924177226","-14.279168924177226","-14.279168924177226","-14.279140991692259","-14.279140991692259","-14.279140991692259","-14.27949792816035","-14.27949792816035","-14.27949792816035","-14.279602559302333","-14.279602559302333","-14.279602559302333"
"107","","","","","","","-14.275106649625702","-14.275106649625702","-14.275106649625702","-14.278830818758717","-14.278830818758717","-14.278830818758717","-14.278423009699512","-14.278423009699512","-14.278423009699512","-14.278715473583416","-14.278715473583416","-14.278715473583416","-14.279213189540748","-14.279213189540748","-14.279213189540748","-14.279102455184344","-14.279102455184344","-14.279102455184344","-14.278436185658279","-14.278436185658279","-14.278436185658279","-14.278476394352072","-14.278476394352072","-14.278476394352072"
"108","","","","","","","-14.274582189766027","-14.274582189766027","-14.274582189766027","-14.279448726211335","-14.279448726211335","-14.279448726211335","-14.279106829605299","-14.279106829605299","-14.279106829605299","-14.279270756409254","-14.279270756409254","-14.279270756409254","-14.279190870898226","-14.279190870898226","-14.279190870898226","-14.278901430846615","-14.278901430846615","-14.278901430846615","-14.279143378692051","-14.279143378692051","-14.279143378692051","-14.279089870995652","-14.279089870995652","-14.279089870995652"
"109","","","","","","","-14.273802358267275","-14.273802358267275","-14.273802358267275","-14.279009629707364","-14.279009629707364","-14.279009629707364","-14.279033996127307","-14.279033996127307","-14.279033996127307","-14.278964165188572","-14.278964165188572","-14.278964165188572","-14.278715464436903","-14.278715464436903","-14.278715464436903","-14.27927351363145","-14.27927351363145","-14.27927351363145","-14.27912569139043","-14.27912569139043","-14.27912569139043","-14.278540137153808","-14.278540137153808","-14.278540137153808"
"110","","","","","","","-14.274646730456618","-14.274646730456618","-14.274646730456618","-14.27941061007439","-14.27941061007439","-14.27941061007439","-14.279542714707805","-14.279542714707805","-14.279542714707805","-14.279286810162112","-14.279286810162112","-14.279286810162112","-14.279577084049762","-14.279577084049762","-14.279577084049762","-14.279030950387753","-14.279030950387753","-14.279030950387753","-14.27941703475716","-14.27941703475716","-14.27941703475716","-14.279630749642948","-14.279630749642948","-14.279630749642948"
"111","","","","","","","-14.272076756016116","-14.272076756016116","-14.272076756016116","-14.279554907271743","-14.279554907271743","-14.279554907271743","-14.27932935114449","-14.27932935114449","-14.27932935114449","-14.279444096173428","-14.279444096173428","-14.279444096173428","-14.279484242533329","-14.279484242533329","-14.279484242533329","-14.279172488664642","-14.279172488664642","-14.279172488664642","-14.279255000004103","-14.279255000004103","-14.279255000004103","-14.279148282374427","-14.279148282374427","-14.279148282374427"
"112","","","","","","","-14.275631146401398","-14.275631146401398","-14.275631146401398","-14.279510327414481","-14.279510327414481","-14.279510327414481","-14.279296005027433","-14.279296005027433","-14.279296005027433","-14.279427672259793","-14.279427672259793","-14.279427672259793","-14.27973649191447","-14.27973649191447","-14.27973649191447","-14.279687665891494","-14.279687665891494","-14.279687665891494","-14.279338377379144","-14.279338377379144","-14.279338377379144","-14.27910541632929","-14.27910541632929","-14.27910541632929"
"113","","","","","","","-14.27596219570647","-14.27596219570647","-14.27596219570647","-14.278300384063954","-14.278300384063954","-14.278300384063954","-14.278541861479003","-14.278541861479003","-14.278541861479003","-14.278793453701676","-14.278793453701676","-14.278793453701676","-14.278821313180288","-14.278821313180288","-14.278821313180288","-14.27836611200231","-14.27836611200231","-14.27836611200231","-14.278526097589005","-14.278526097589005","-14.278526097589005","-14.278730020783215","-14.278730020783215","-14.278730020783215"
"114","","","","","","","-14.272472541887918","-14.272472541887918","-14.272472541887918","-14.278923342603314","-14.278923342603314","-14.278923342603314","-14.278550555012018","-14.278550555012018","-14.278550555012018","-14.278435012190723","-14.278435012190723","-14.278435012190723","-14.278040108565552","-14.278040108565552","-14.278040108565552","-14.278437668015414","-14.278437668015414","-14.278437668015414","-14.278530727983988","-14.278530727983988","-14.278530727983988","-14.279797821729405","-14.279797821729405","-14.279797821729405"
"115","","","","","","","-14.273797414626618","-14.273797414626618","-14.273797414626618","-14.278951655713493","-14.278951655713493","-14.278951655713493","-14.279437751069059","-14.279437751069059","-14.279437751069059","-14.279351087131282","-14.279351087131282","-14.279351087131282","-14.279836489732416","-14.279836489732416","-14.279836489732416","-14.280197094816419","-14.280197094816419","-14.280197094816419","-14.279343444928482","-14.279343444928482","-14.279343444928482","-14.279702031793422","-14.279702031793422","-14.279702031793422"
"116","","","","","","","-14.274700119971941","-14.274700119971941","-14.274700119971941","-14.278257200923807","-14.278257200923807","-14.278257200923807","-14.278994709004321","-14.278994709004321","-14.278994709004321","-14.27920098164042","-14.27920098164042","-14.27920098164042","-14.27853078283291","-14.27853078283291","-14.27853078283291","-14.279051008093116","-14.279051008093116","-14.279051008093116","-14.278751341852777","-14.278751341852777","-14.278751341852777","-14.279097888818594","-14.279097888818594","-14.279097888818594"
"117","","","","","","","-14.273561099018455","-14.273561099018455","-14.273561099018455","-14.278809574957132","-14.278809574957132","-14.278809574957132","-14.279065891354936","-14.279065891354936","-14.279065891354936","-14.27915047775734","-14.27915047775734","-14.27915047775734","-14.279279090537763","-14.279279090537763","-14.279279090537763","-14.279302996322809","-14.279302996322809","-14.279302996322809","-14.278780999743192","-14.278780999743192","-14.278780999743192","-14.278781716972757","-14.278781716972757","-14.278781716972757"
"118","","","","","","","-14.272245569870396","-14.272245569870396","-14.272245569870396","-14.27875560118737","-14.27875560118737","-14.27875560118737","-14.279180708307237","-14.279180708307237","-14.279180708307237","-14.279349567304195","-14.279349567304195","-14.279349567304195","-14.27934765389152","-14.27934765389152","-14.27934765389152","-14.279284101960274","-14.279284101960274","-14.279284101960274","-14.27919324782634","-14.27919324782634","-14.27919324782634","-14.27900211389317","-14.27900211389317","-14.27900211389317"
"119","","","","","","","-14.272391468237569","-14.272391468237569","-14.272391468237569","-14.278629032778326","-14.278629032778326","-14.278629032778326","-14.278712411190048","-14.278712411190048","-14.278712411190048","-14.278856193436948","-14.278856193436948","-14.278856193436948","-14.278738930093624","-14.278738930093624","-14.278738930093624","-14.278810832148572","-14.278810832148572","-14.278810832148572","-14.278545768921408","-14.278545768921408","-14.278545768921408","-14.279320792082927","-14.279320792082927","-14.279320792082927"
