"Step","geocnn-4-4-8-8-8-4 - delta","geocnn-4-4-8-8-8-4 - delta__MIN","geocnn-4-4-8-8-8-4 - delta__MAX","geocnn-8-8-8-4-4 - delta","geocnn-8-8-8-4-4 - delta__MIN","geocnn-8-8-8-4-4 - delta__MAX","geocnn-8-8-8 - delta","geocnn-8-8-8 - delta__MIN","geocnn-8-8-8 - delta__MAX","cnn-8_4-4-1 - delta","cnn-8_4-4-1 - delta__MIN","cnn-8_4-4-1 - delta__MAX","cnn-4-4_8-1 - delta","cnn-4-4_8-1 - delta__MIN","cnn-4-4_8-1 - delta__MAX","cnn-4-4_1 - delta","cnn-4-4_1 - delta__MIN","cnn-4-4_1 - delta__MAX","cnn-8-8-8_4-4-1 - delta","cnn-8-8-8_4-4-1 - delta__MIN","cnn-8-8-8_4-4-1 - delta__MAX","cnn-8-8_4-4-1 - delta","cnn-8-8_4-4-1 - delta__MIN","cnn-8-8_4-4-1 - delta__MAX","cnn-4-4_8-8-8-1 - delta","cnn-4-4_8-8-8-1 - delta__MIN","cnn-4-4_8-8-8-1 - delta__MAX","cnn-4-4_8-8-1 - delta","cnn-4-4_8-8-1 - delta__MIN","cnn-4-4_8-8-1 - delta__MAX"
"44","0.0013122757798372682","0.0013122757798372682","0.0013122757798372682","0.001074949228899758","0.001074949228899758","0.001074949228899758","0.0008674202705527652","0.0008674202705527652","0.0008674202705527652","0.00016237690780464894","0.00016237690780464894","0.00016237690780464894","0.00009332077720081183","0.00009332077720081183","0.00009332077720081183","0.00009436003078155634","0.00009436003078155634","0.00009436003078155634","0.0001280928549365733","0.0001280928549365733","0.0001280928549365733","0.0001892813762209013","0.0001892813762209013","0.0001892813762209013","0.0000759429951404491","0.0000759429951404491","0.0000759429951404491","0.00008110472428992433","0.00008110472428992433","0.00008110472428992433"
"45","0.0010360989998984755","0.0010360989998984755","0.0010360989998984755","0.0006992614655913336","0.0006992614655913336","0.0006992614655913336","0.0008382171407533488","0.0008382171407533488","0.0008382171407533488","0.00009707379327188322","0.00009707379327188322","0.00009707379327188322","0.00003865932794062634","0.00003865932794062634","0.00003865932794062634","0.00004065998852152545","0.00004065998852152545","0.00004065998852152545","0.00007243423154352946","0.00007243423154352946","0.00007243423154352946","0.00011153238514221923","0.00011153238514221923","0.00011153238514221923","0.000056504974352358995","0.000056504974352358995","0.000056504974352358995","0.00004440037848846616","0.00004440037848846616","0.00004440037848846616"
"46","0.0010610052168232755","0.0010610052168232755","0.0010610052168232755","0.0008621649400668129","0.0008621649400668129","0.0008621649400668129","0.0007336037863821603","0.0007336037863821603","0.0007336037863821603","0.00016853952069058924","0.00016853952069058924","0.00016853952069058924","0.00006757586084600742","0.00006757586084600742","0.00006757586084600742","0.00008838181033042827","0.00008838181033042827","0.00008838181033042827","0.00009419556115083454","0.00009419556115083454","0.00009419556115083454","0.0001480545734945424","0.0001480545734945424","0.0001480545734945424","0.00010825598606983292","0.00010825598606983292","0.00010825598606983292","0.00008913203484887829","0.00008913203484887829","0.00008913203484887829"
"47","0.0011064478210266518","0.0011064478210266518","0.0011064478210266518","0.0009487767204479706","0.0009487767204479706","0.0009487767204479706","0.0009262922016999619","0.0009262922016999619","0.0009262922016999619","0.00003441387410523323","0.00003441387410523323","0.00003441387410523323","0.000024607037101892393","0.000024607037101892393","0.000024607037101892393","0.00004026928975056953","0.00004026928975056953","0.00004026928975056953","0.00006378297852207663","0.00006378297852207663","0.00006378297852207663","0.00002697017842076338","0.00002697017842076338","0.00002697017842076338","0.00006270383508282731","0.00006270383508282731","0.00006270383508282731","0.00006570239566696938","0.00006570239566696938","0.00006570239566696938"
"48","0.0011749961357672286","0.0011749961357672286","0.0011749961357672286","0.0008606464054907703","0.0008606464054907703","0.0008606464054907703","0.0006867347155768729","0.0006867347155768729","0.0006867347155768729","0.000033865767577992224","0.000033865767577992224","0.000033865767577992224","0.000020166346538344427","0.000020166346538344427","0.000020166346538344427","0.00001737657573230324","0.00001737657573230324","0.00001737657573230324","0.000036914624704518515","0.000036914624704518515","0.000036914624704518515","0.00007310972208604373","0.00007310972208604373","0.00007310972208604373","0.000044237521348565546","0.000044237521348565546","0.000044237521348565546","0.00010061241512646741","0.00010061241512646741","0.00010061241512646741"
"49","0.0008504847190303045","0.0008504847190303045","0.0008504847190303045","0.0008767668446805877","0.0008767668446805877","0.0008767668446805877","0.0008968645946719327","0.0008968645946719327","0.0008968645946719327","0.00013405882510952608","0.00013405882510952608","0.00013405882510952608","0.00007925641898387144","0.00007925641898387144","0.00007925641898387144","0.00008730788942281323","0.00008730788942281323","0.00008730788942281323","0.0000882784827761988","0.0000882784827761988","0.0000882784827761988","0.00010941199637275531","0.00010941199637275531","0.00010941199637275531","0.0000894849911121837","0.0000894849911121837","0.0000894849911121837","0.0001062814525089614","0.0001062814525089614","0.0001062814525089614"
"50","0.0008450723284891734","0.0008450723284891734","0.0008450723284891734","0.0007943886124883083","0.0007943886124883083","0.0007943886124883083","0.0008237006467842086","0.0008237006467842086","0.0008237006467842086","0.00008630845105522505","0.00008630845105522505","0.00008630845105522505","0.00006468308600373239","0.00006468308600373239","0.00006468308600373239","0.00004966453411496221","0.00004966453411496221","0.00004966453411496221","0.00006688924289404003","0.00006688924289404003","0.00006688924289404003","0.000059097364504744774","0.000059097364504744774","0.000059097364504744774","0.00008294935610158585","0.00008294935610158585","0.00008294935610158585","0.00012826770483520729","0.00012826770483520729","0.00012826770483520729"
"51","0.001031361795454498","0.001031361795454498","0.001031361795454498","0.0007675276990841818","0.0007675276990841818","0.0007675276990841818","0.000787297798077456","0.000787297798077456","0.000787297798077456","0.00010436127348747281","0.00010436127348747281","0.00010436127348747281","0.00006952599335087178","0.00006952599335087178","0.00006952599335087178","0.00004916054684751415","0.00004916054684751415","0.00004916054684751415","0.00006586725467404071","0.00006586725467404071","0.00006586725467404071","0.00009046319999936695","0.00009046319999936695","0.00009046319999936695","0.00008930082348496304","0.00008930082348496304","0.00008930082348496304","0.00005895682386325954","0.00005895682386325954","0.00005895682386325954"
"52","0.0010148939119555781","0.0010148939119555781","0.0010148939119555781","0.0006568239396720524","0.0006568239396720524","0.0006568239396720524","0.0006397391932786063","0.0006397391932786063","0.0006397391932786063","0.000005663264274005784","0.000005663264274005784","0.000005663264274005784","0.00005023139874446443","0.00005023139874446443","0.00005023139874446443","0.00003026385776000077","0.00003026385776000077","0.00003026385776000077","0.000001925400778857494","0.000001925400778857494","0.000001925400778857494","0.000008764627307791645","0.000008764627307791645","0.000008764627307791645","0.000024349122002667544","0.000024349122002667544","0.000024349122002667544","0.00005981384451877749","0.00005981384451877749","0.00005981384451877749"
"53","0.0008407079021068834","0.0008407079021068834","0.0008407079021068834","0.000771864886171874","0.000771864886171874","0.000771864886171874","0.0008059717854072231","0.0008059717854072231","0.0008059717854072231","0.00006235316754923309","0.00006235316754923309","0.00006235316754923309","0.00004775075787071748","0.00004775075787071748","0.00004775075787071748","0.000047564186262411765","0.000047564186262411765","0.000047564186262411765","0.00005596904540107266","0.00005596904540107266","0.00005596904540107266","0.000031543968941919415","0.000031543968941919415","0.000031543968941919415","0.000042370194897573614","0.000042370194897573614","0.000042370194897573614","0.0000030963080672079708","0.0000030963080672079708","0.0000030963080672079708"
"54","0.0008563484133096985","0.0008563484133096985","0.0008563484133096985","0.0003963702205904783","0.0003963702205904783","0.0003963702205904783","0.0007930328353075011","0.0007930328353075011","0.0007930328353075011","0.00009028778263371823","0.00009028778263371823","0.00009028778263371823","0.000016439718955198655","0.000016439718955198655","0.000016439718955198655","0.000016866796507776772","0.000016866796507776772","0.000016866796507776772","0.000037975826332528094","0.000037975826332528094","0.000037975826332528094","0.00005507479320405643","0.00005507479320405643","0.00005507479320405643","0.00003860312072724039","0.00003860312072724039","0.00003860312072724039","0.00004731606802968869","0.00004731606802968869","0.00004731606802968869"
"55","0.0006493105375766367","0.0006493105375766367","0.0006493105375766367","0.0005245696217333259","0.0005245696217333259","0.0005245696217333259","0.0005424349958141917","0.0005424349958141917","0.0005424349958141917","0.000033963179023322317","0.000033963179023322317","0.000033963179023322317","0.000017282191554098736","0.000017282191554098736","0.000017282191554098736","0.000008731637795051996","0.000008731637795051996","0.000008731637795051996","0.0000534676100091531","0.0000534676100091531","0.0000534676100091531","0.000022591574682033648","0.000022591574682033648","0.000022591574682033648","0.0000161688658396211","0.0000161688658396211","0.0000161688658396211","0.00006430044734007399","0.00006430044734007399","0.00006430044734007399"
"56","0.0007711251243153117","0.0007711251243153117","0.0007711251243153117","0.0007268849939740902","0.0007268849939740902","0.0007268849939740902","0.0007060550302443869","0.0007060550302443869","0.0007060550302443869","0.00008214897615712414","0.00008214897615712414","0.00008214897615712414","0.00004922934503758132","0.00004922934503758132","0.00004922934503758132","0.00002705884169444161","0.00002705884169444161","0.00002705884169444161","0.00006676696786119248","0.00006676696786119248","0.00006676696786119248","0.00008699280634948163","0.00008699280634948163","0.00008699280634948163","0.0000367475796982503","0.0000367475796982503","0.0000367475796982503","0.00002485886581287791","0.00002485886581287791","0.00002485886581287791"
"57","0.0007844562132901343","0.0007844562132901343","0.0007844562132901343","0.0004187211126849686","0.0004187211126849686","0.0004187211126849686","0.0005663723265226823","0.0005663723265226823","0.0005663723265226823","0.00006030906036719945","0.00006030906036719945","0.00006030906036719945","0.000023887252662513043","0.000023887252662513043","0.000023887252662513043","0.00002744533804796211","0.00002744533804796211","0.00002744533804796211","0.0000655928482287476","0.0000655928482287476","0.0000655928482287476","0.00003490550755887513","0.00003490550755887513","0.00003490550755887513","0.00002605586510215918","0.00002605586510215918","0.00002605586510215918","0.000003334135793086236","0.000003334135793086236","0.000003334135793086236"
"58","0.0005060262308365712","0.0005060262308365712","0.0005060262308365712","0.0004607986115808651","0.0004607986115808651","0.0004607986115808651","0.0004999011915821735","0.0004999011915821735","0.0004999011915821735","0.00007320698385603222","0.00007320698385603222","0.00007320698385603222","0.00003697001897921449","0.00003697001897921449","0.00003697001897921449","0.0000397216244787074","0.0000397216244787074","0.0000397216244787074","0.000020426369076301053","0.000020426369076301053","0.000020426369076301053","0.0000626780705794477","0.0000626780705794477","0.0000626780705794477","0.0000327565426539884","0.0000327565426539884","0.0000327565426539884","0.00003609616074294904","0.00003609616074294904","0.00003609616074294904"
"59","0.0008342648525334842","0.0008342648525334842","0.0008342648525334842","0.0007373913226889221","0.0007373913226889221","0.0007373913226889221","0.0006304462026372047","0.0006304462026372047","0.0006304462026372047","0.000009774032996376854","0.000009774032996376854","0.000009774032996376854","0.000017735444707889866","0.000017735444707889866","0.000017735444707889866","0.000017200402510769816","0.000017200402510769816","0.000017200402510769816","0.000004652200559597523","0.000004652200559597523","0.000004652200559597523","0.00000200632611759846","0.00000200632611759846","0.00000200632611759846","0.0000025460232396370895","0.0000025460232396370895","0.0000025460232396370895","0.00007121405538441835","0.00007121405538441835","0.00007121405538441835"
"60","0.0007269430560400967","0.0007269430560400967","0.0007269430560400967","0.0003966926516482909","0.0003966926516482909","0.0003966926516482909","0.000593293207970352","0.000593293207970352","0.000593293207970352","0.000010199551250702857","0.000010199551250702857","0.000010199551250702857","0.0000020261101405530963","0.0000020261101405530963","0.0000020261101405530963","0.000011432443865041874","0.000011432443865041874","0.000011432443865041874","0.00003734168822825998","0.00003734168822825998","0.00003734168822825998","0.000027778501135333806","0.000027778501135333806","0.000027778501135333806","0.000006190396227386924","0.000006190396227386924","0.000006190396227386924","0.00008118782337981162","0.00008118782337981162","0.00008118782337981162"
"61","0.0008015458759253754","0.0008015458759253754","0.0008015458759253754","0.0005455533348824403","0.0005455533348824403","0.0005455533348824403","0.0005952451809128627","0.0005952451809128627","0.0005952451809128627","0.00004911682537761599","0.00004911682537761599","0.00004911682537761599","0.000057602216087845996","0.000057602216087845996","0.000057602216087845996","0.00005481013499270314","0.00005481013499270314","0.00005481013499270314","0.00005289518472160481","0.00005289518472160481","0.00005289518472160481","0.00008473516534849887","0.00008473516534849887","0.00008473516534849887","0.000025103038003251943","0.000025103038003251943","0.000025103038003251943","0.00004396135916174788","0.00004396135916174788","0.00004396135916174788"
"62","0.0006614163809339169","0.0006614163809339169","0.0006614163809339169","0.000726756457952878","0.000726756457952878","0.000726756457952878","0.0007188778071257224","0.0007188778071257224","0.0007188778071257224","0.00000890763076583892","0.00000890763076583892","0.00000890763076583892","0.0000038886402259427714","0.0000038886402259427714","0.0000038886402259427714","0.000008371662462976812","0.000008371662462976812","0.000008371662462976812","0.0000047180793001423495","0.0000047180793001423495","0.0000047180793001423495","0.0000028310020028046368","0.0000028310020028046368","0.0000028310020028046368","0.000003313029325122973","0.000003313029325122973","0.000003313029325122973","0.00005030786552890936","0.00005030786552890936","0.00005030786552890936"
"63","0.0009044348976052709","0.0009044348976052709","0.0009044348976052709","0.0005260361112608128","0.0005260361112608128","0.0005260361112608128","0.0005900638362428432","0.0005900638362428432","0.0005900638362428432","0.00001502528060657491","0.00001502528060657491","0.00001502528060657491","0.000023689356522506944","0.000023689356522506944","0.000023689356522506944","0.000005870401146960986","0.000005870401146960986","0.000005870401146960986","0.000006789384274197268","0.000006789384274197268","0.000006789384274197268","0.0000029819700423858578","0.0000029819700423858578","0.0000029819700423858578","0.000013295925974664559","0.000013295925974664559","0.000013295925974664559","0.000013851701302165434","0.000013851701302165434","0.000013851701302165434"
"64","0.0005696897975926757","0.0005696897975926757","0.0005696897975926757","0.000549679081286279","0.000549679081286279","0.000549679081286279","0.0004883066273536391","0.0004883066273536391","0.0004883066273536391","0.000002571671861058936","0.000002571671861058936","0.000002571671861058936","0.00000933816346493608","0.00000933816346493608","0.00000933816346493608","0.000005242444052681107","0.000005242444052681107","0.000005242444052681107","0.00001431971805796413","0.00001431971805796413","0.00001431971805796413","0.000004051691231796642","0.000004051691231796642","0.000004051691231796642","0.000006106570390468205","0.000006106570390468205","0.000006106570390468205","0.00003482099183999379","0.00003482099183999379","0.00003482099183999379"
"65","0.0005690596278140307","0.0005690596278140307","0.0005690596278140307","0.0007933375048650299","0.0007933375048650299","0.0007933375048650299","0.0006387595056900637","0.0006387595056900637","0.0006387595056900637","0.000013291919786284599","0.000013291919786284599","0.000013291919786284599","0.00001724974285679367","0.00001724974285679367","0.00001724974285679367","0.000004541564468624199","0.000004541564468624199","0.000004541564468624199","0.000028394368089566297","0.000028394368089566297","0.000028394368089566297","0.000028001304911901688","0.000028001304911901688","0.000028001304911901688","0.000029431657982743923","0.000029431657982743923","0.000029431657982743923","0.00005890798126526635","0.00005890798126526635","0.00005890798126526635"
"66","0.0006500953751662665","0.0006500953751662665","0.0006500953751662665","0.0005306858812662415","0.0005306858812662415","0.0005306858812662415","0.0006250722042109386","0.0006250722042109386","0.0006250722042109386","0.000007514727431355914","0.000007514727431355914","0.000007514727431355914","0.0000039052972531540725","0.0000039052972531540725","0.0000039052972531540725","0.0000012930585537733602","0.0000012930585537733602","0.0000012930585537733602","2.510687049925324e-9","2.510687049925324e-9","2.510687049925324e-9","0.000011388229396829515","0.000011388229396829515","0.000011388229396829515","0.00002285084359123888","0.00002285084359123888","0.00002285084359123888","0.00003618020495809423","0.00003618020495809423","0.00003618020495809423"
"67","0.0004429127573759529","0.0004429127573759529","0.0004429127573759529","0.0004285270958139339","0.0004285270958139339","0.0004285270958139339","0.00035705054188175494","0.00035705054188175494","0.00035705054188175494","0.000011878376287032527","0.000011878376287032527","0.000011878376287032527","0.000011189627385480208","0.000011189627385480208","0.000011189627385480208","0.0000047202361782948775","0.0000047202361782948775","0.0000047202361782948775","0.000005960686965094538","0.000005960686965094538","0.000005960686965094538","0.0000067682126753706915","0.0000067682126753706915","0.0000067682126753706915","0.000005471728832819618","0.000005471728832819618","0.000005471728832819618","0.00004284465871577156","0.00004284465871577156","0.00004284465871577156"
"68","0.0006900526249101765","0.0006900526249101765","0.0006900526249101765","0.0006025038443876332","0.0006025038443876332","0.0006025038443876332","0.0005908884263627096","0.0005908884263627096","0.0005908884263627096","0.00002658801357915972","0.00002658801357915972","0.00002658801357915972","0.000013252075136853942","0.000013252075136853942","0.000013252075136853942","0.00003231017400412037","0.00003231017400412037","0.00003231017400412037","0.000025653903336947738","0.000025653903336947738","0.000025653903336947738","0.00002790167209746937","0.00002790167209746937","0.00002790167209746937","0.000028459114725684132","0.000028459114725684132","0.000028459114725684132","0.000033395324023909505","0.000033395324023909505","0.000033395324023909505"
"69","0.0003820832697872402","0.0003820832697872402","0.0003820832697872402","0.00047772160834271866","0.00047772160834271866","0.00047772160834271866","0.0005087629238128277","0.0005087629238128277","0.0005087629238128277","0.000006073256465421581","0.000006073256465421581","0.000006073256465421581","0.00000786814377785533","0.00000786814377785533","0.00000786814377785533","0.000001975554515516649","0.000001975554515516649","0.000001975554515516649","0.00000575308239690916","0.00000575308239690916","0.00000575308239690916","0.000003614730966143514","0.000003614730966143514","0.000003614730966143514","0.00000641796906226456","0.00000641796906226456","0.00000641796906226456","0.000045899378302702304","0.000045899378302702304","0.000045899378302702304"
"70","0.0008296520144255353","0.0008296520144255353","0.0008296520144255353","0.00047847152509308426","0.00047847152509308426","0.00047847152509308426","0.00037283210645943407","0.00037283210645943407","0.00037283210645943407","0.00004034691989344844","0.00004034691989344844","0.00004034691989344844","0.000037618933719873234","0.000037618933719873234","0.000037618933719873234","0.00001967104849473815","0.00001967104849473815","0.00001967104849473815","0.000021405445011073712","0.000021405445011073712","0.000021405445011073712","0.00004114805684175778","0.00004114805684175778","0.00004114805684175778","0.0000267786883955288","0.0000267786883955288","0.0000267786883955288","0.000007626875668627867","0.000007626875668627867","0.000007626875668627867"
"71","0.00038868064206861195","0.00038868064206861195","0.00038868064206861195","0.00032007826230875036","0.00032007826230875036","0.00032007826230875036","0.000402827915086296","0.000402827915086296","0.000402827915086296","0.00003023824612643042","0.00003023824612643042","0.00003023824612643042","3.4711859233720474e-7","3.4711859233720474e-7","3.4711859233720474e-7","0.000017574438543932493","0.000017574438543932493","0.000017574438543932493","0.000020438486420637747","0.000020438486420637747","0.000020438486420637747","0.00001596518735380484","0.00001596518735380484","0.00001596518735380484","0.000012995232638053614","0.000012995232638053614","0.000012995232638053614","0.00000591820680876525","0.00000591820680876525","0.00000591820680876525"
"72","0.0006503825329930823","0.0006503825329930823","0.0006503825329930823","0.0005260439905461192","0.0005260439905461192","0.0005260439905461192","0.0005627874907114919","0.0005627874907114919","0.0005627874907114919","0.00005142518320625387","0.00005142518320625387","0.00005142518320625387","0.000054095748872606006","0.000054095748872606006","0.000054095748872606006","0.00005513829770929765","0.00005513829770929765","0.00005513829770929765","0.000023022484100029544","0.000023022484100029544","0.000023022484100029544","0.000044183869258655304","0.000044183869258655304","0.000044183869258655304","0.000055882298430877786","0.000055882298430877786","0.000055882298430877786","0.00009827636188080919","0.00009827636188080919","0.00009827636188080919"
"73","0.0004379568505546947","0.0004379568505546947","0.0004379568505546947","0.0004586228528189631","0.0004586228528189631","0.0004586228528189631","0.0005208867074324434","0.0005208867074324434","0.0005208867074324434","0.00004750020681613805","0.00004750020681613805","0.00004750020681613805","0.00002108203955083675","0.00002108203955083675","0.00002108203955083675","0.000033397869257834365","0.000033397869257834365","0.000033397869257834365","0.00003786609423594348","0.00003786609423594348","0.00003786609423594348","0.000011669118508548045","0.000011669118508548045","0.000011669118508548045","0.00003976816492062203","0.00003976816492062203","0.00003976816492062203","0.00007256695494781517","0.00007256695494781517","0.00007256695494781517"
"74","0.000809332317250138","0.000809332317250138","0.000809332317250138","0.000534693740410915","0.000534693740410915","0.000534693740410915","0.0005868729888110449","0.0005868729888110449","0.0005868729888110449","0.0000041817421372269625","0.0000041817421372269625","0.0000041817421372269625","0.000012242614586749718","0.000012242614586749718","0.000012242614586749718","0.000015086130577564414","0.000015086130577564414","0.000015086130577564414","0.000011312504274104884","0.000011312504274104884","0.000011312504274104884","0.00000669383764667401","0.00000669383764667401","0.00000669383764667401","0.000006528971821487574","0.000006528971821487574","0.000006528971821487574","0.000011254884199552056","0.000011254884199552056","0.000011254884199552056"
"75","0.0006628210905269039","0.0006628210905269039","0.0006628210905269039","0.00040344214080920284","0.00040344214080920284","0.00040344214080920284","0.00047205024014126685","0.00047205024014126685","0.00047205024014126685","0.000003997401612916964","0.000003997401612916964","0.000003997401612916964","0.00000805311494285818","0.00000805311494285818","0.00000805311494285818","0.000007383541696516565","0.000007383541696516565","0.000007383541696516565","0.00001326210216736257","0.00001326210216736257","0.00001326210216736257","0.0000072878139156004215","0.0000072878139156004215","0.0000072878139156004215","0.000007687538010706955","0.000007687538010706955","0.000007687538010706955","0.000014215711881091824","0.000014215711881091824","0.000014215711881091824"
"76","0.0005785138936882519","0.0005785138936882519","0.0005785138936882519","0.0005410323341227192","0.0005410323341227192","0.0005410323341227192","0.0004020522752781521","0.0004020522752781521","0.0004020522752781521","0.0000073776439724444705","0.0000073776439724444705","0.0000073776439724444705","0.000018615783090361027","0.000018615783090361027","0.000018615783090361027","0.00002133662780982561","0.00002133662780982561","0.00002133662780982561","0.000004333220353145123","0.000004333220353145123","0.000004333220353145123","0.000005399757066922394","0.000005399757066922394","0.000005399757066922394","0.00003413432758709364","0.00003413432758709364","0.00003413432758709364","0.000008799054443766734","0.000008799054443766734","0.000008799054443766734"
"77","0.0003453194251219341","0.0003453194251219341","0.0003453194251219341","0.00045966763247082206","0.00045966763247082206","0.00045966763247082206","0.00046099846931839383","0.00046099846931839383","0.00046099846931839383","0.00001818194782532399","0.00001818194782532399","0.00001818194782532399","0.000024357990543509413","0.000024357990543509413","0.000024357990543509413","0.00001743037369439818","0.00001743037369439818","0.00001743037369439818","0.000011859784416633136","0.000011859784416633136","0.000011859784416633136","0.000004444807148094285","0.000004444807148094285","0.000004444807148094285","0.000013031695280451713","0.000013031695280451713","0.000013031695280451713","0.000018134140431747326","0.000018134140431747326","0.000018134140431747326"
"78","0.0004486954018246756","0.0004486954018246756","0.0004486954018246756","0.00037882723468637237","0.00037882723468637237","0.00037882723468637237","0.0005540176316888579","0.0005540176316888579","0.0005540176316888579","0.00004123960080142108","0.00004123960080142108","0.00004123960080142108","0.000054241783335252435","0.000054241783335252435","0.000054241783335252435","0.000044065302819037396","0.000044065302819037396","0.000044065302819037396","0.00003465849859521794","0.00003465849859521794","0.00003465849859521794","0.0000334708001381424","0.0000334708001381424","0.0000334708001381424","0.000023614921199494508","0.000023614921199494508","0.000023614921199494508","0.00002007268160236816","0.00002007268160236816","0.00002007268160236816"
"79","0.00048423854526260987","0.00048423854526260987","0.00048423854526260987","0.0004360543229246876","0.0004360543229246876","0.0004360543229246876","0.0006348264927385843","0.0006348264927385843","0.0006348264927385843","0.000014490708292134632","0.000014490708292134632","0.000014490708292134632","0.00001396342364434839","0.00001396342364434839","0.00001396342364434839","0.000004704412609429054","0.000004704412609429054","0.000004704412609429054","0.00003716522577386845","0.00003716522577386845","0.00003716522577386845","0.00003377008324949804","0.00003377008324949804","0.00003377008324949804","0.0000046169476202308895","0.0000046169476202308895","0.0000046169476202308895","0.00002975289315712089","0.00002975289315712089","0.00002975289315712089"
"80","","","","","","","0.0003861549592995924","0.0003861549592995924","0.0003861549592995924","0.000015082576353910409","0.000015082576353910409","0.000015082576353910409","0.0000069001079217460925","0.0000069001079217460925","0.0000069001079217460925","7.567705536130455e-7","7.567705536130455e-7","7.567705536130455e-7","0.000007059276754573909","0.000007059276754573909","0.000007059276754573909","0.00003022739498971937","0.00003022739498971937","0.00003022739498971937","0.000006509751825638907","0.000006509751825638907","0.000006509751825638907","0.00003258271063309021","0.00003258271063309021","0.00003258271063309021"
"81","","","","","","","0.0006155044783667694","0.0006155044783667694","0.0006155044783667694","0.000026520522234341353","0.000026520522234341353","0.000026520522234341353","0.000039988307950775595","0.000039988307950775595","0.000039988307950775595","0.00003847828445640825","0.00003847828445640825","0.00003847828445640825","0.000008538671359781904","0.000008538671359781904","0.000008538671359781904","0.00003839710063312993","0.00003839710063312993","0.00003839710063312993","0.0000018341553243306015","0.0000018341553243306015","0.0000018341553243306015","0.000027918587105024708","0.000027918587105024708","0.000027918587105024708"
"82","","","","","","","0.00040627575861307546","0.00040627575861307546","0.00040627575861307546","0.00004091466271914326","0.00004091466271914326","0.00004091466271914326","0.000045297051045071426","0.000045297051045071426","0.000045297051045071426","0.00005466660423503231","0.00005466660423503231","0.00005466660423503231","0.000050712864890924604","0.000050712864890924604","0.000050712864890924604","0.00005932039118247427","0.00005932039118247427","0.00005932039118247427","0.000013081548918410474","0.000013081548918410474","0.000013081548918410474","0.00003293646155487882","0.00003293646155487882","0.00003293646155487882"
"83","","","","","","","0.0005860014460905472","0.0005860014460905472","0.0005860014460905472","0.000041289606722021016","0.000041289606722021016","0.000041289606722021016","0.00004279774899221223","0.00004279774899221223","0.00004279774899221223","0.000035696847041821054","0.000035696847041821054","0.000035696847041821054","0.00006720446432592066","0.00006720446432592066","0.00006720446432592066","0.00005457932530954357","0.00005457932530954357","0.00005457932530954357","0.00005958567724286041","0.00005958567724286041","0.00005958567724286041","0.000008958742817265812","0.000008958742817265812","0.000008958742817265812"
"84","","","","","","","0.00036285014297247334","0.00036285014297247334","0.00036285014297247334","1.1088257153270051e-7","1.1088257153270051e-7","1.1088257153270051e-7","0.000018234414590994838","0.000018234414590994838","0.000018234414590994838","0.000037854586976195175","0.000037854586976195175","0.000037854586976195175","0.00002988665201872832","0.00002988665201872832","0.00002988665201872832","0.000008024014184899652","0.000008024014184899652","0.000008024014184899652","0.00002354242815456048","0.00002354242815456048","0.00002354242815456048","0.00006442778517159896","0.00006442778517159896","0.00006442778517159896"
"85","","","","","","","0.00033323090749522573","0.00033323090749522573","0.00033323090749522573","0.000009809016660999185","0.000009809016660999185","0.000009809016660999185","0.000007402447294382597","0.000007402447294382597","0.000007402447294382597","0.000004503920746141542","0.000004503920746141542","0.000004503920746141542","0.000005369364163440923","0.000005369364163440923","0.000005369364163440923","0.000011030959859518167","0.000011030959859518167","0.000011030959859518167","0.000006427746648135099","0.000006427746648135099","0.000006427746648135099","0.00007259252680237104","0.00007259252680237104","0.00007259252680237104"
"86","","","","","","","0.0006572886468680189","0.0006572886468680189","0.0006572886468680189","0.000024684373527168895","0.000024684373527168895","0.000024684373527168895","0.000020082592706384137","0.000020082592706384137","0.000020082592706384137","0.000009783720052263194","0.000009783720052263194","0.000009783720052263194","0.00004100943936789876","0.00004100943936789876","0.00004100943936789876","0.000023751368783458683","0.000023751368783458683","0.000023751368783458683","0.000007777182170786194","0.000007777182170786194","0.000007777182170786194","0.000008101646377890667","0.000008101646377890667","0.000008101646377890667"
"87","","","","","","","0.0005503195427750898","0.0005503195427750898","0.0005503195427750898","0.00001016006343085034","0.00001016006343085034","0.00001016006343085034","0.000033697292881227706","0.000033697292881227706","0.000033697292881227706","0.00003549225637945502","0.00003549225637945502","0.00003549225637945502","0.000017002333250625115","0.000017002333250625115","0.000017002333250625115","0.000023952696880953243","0.000023952696880953243","0.000023952696880953243","0.00002598768849323055","0.00002598768849323055","0.00002598768849323055","0.000013227553524310782","0.000013227553524310782","0.000013227553524310782"
"88","","","","","","","0.00048611900880602836","0.00048611900880602836","0.00048611900880602836","0.00000120504060558591","0.00000120504060558591","0.00000120504060558591","0.000015619126521096765","0.000015619126521096765","0.000015619126521096765","0.000021011336345964365","0.000021011336345964365","0.000021011336345964365","0.000004090840608266383","0.000004090840608266383","0.000004090840608266383","0.000004713232193646634","0.000004713232193646634","0.000004713232193646634","0.000007049995087680884","0.000007049995087680884","0.000007049995087680884","0.00002853782002826877","0.00002853782002826877","0.00002853782002826877"
